MONTH,APPLICATION_NAME,VOLUME_MN,VALUE_CR,VOLUME_MARKET_SHARE_PCT,VALUE_MARKET_SHARE_PCT,APP_RANK
2025-03-01,phone pe #,8647.78,1257075.54,47.97,51.17,1
2025-03-01,google pay #,6596.76,866568.18,36.59,35.28,2
2025-03-01,paytm #,1221.12,132912.04,6.77,5.41,3
2025-03-01,navi #,324.42,18018.65,1.8,0.73,4
2025-03-01,super.money #,171.75,5933.08,0.95,0.24,5
2025-03-01,axis bank apps,145.78,9966.53,0.81,0.41,6
2025-03-01,cred #,144.82,55091.22,0.8,2.24,7
2025-03-01,amazon pay #,111.06,10606.66,0.62,0.43,8
2025-03-01,famapp by trio #,89.94,1099.28,0.5,0.04,9
2025-03-01,icici bank apps,67.63,16696.94,0.38,0.68,10
2025-03-01,whatsapp #,66.23,4958.25,0.37,0.2,11
2025-03-01,hdfc bank apps,60.94,11789.9,0.34,0.48,12
2025-03-01,kotak mahindra bank apps,57.05,7737.14,0.32,0.31,13
2025-03-01,bhim,46.13,9540.09,0.26,0.39,14
2025-03-01,yes bank apps,44.03,9388.85,0.24,0.38,15
2025-03-01,mobikwik #,29.8,4414,0.17,0.18,16
2025-03-01,airtel payments bank apps,21.63,1487.89,0.12,0.06,17
2025-03-01,slice #,17.41,2069.31,0.1,0.08,18
2025-03-01,india post payments bank apps,16.58,1941.73,0.09,0.08,19
2025-03-01,idfc bank apps,14.53,2486.08,0.08,0.1,20
2025-03-01,state bank of india apps,12.61,3418.04,0.07,0.14,21
2025-03-01,rbl bank apps,12.59,1741.69,0.07,0.07,22
2025-03-01,groww #,11.63,7009.63,0.06,0.29,23
2025-03-01,bajaj finserv #,9.66,1892.01,0.05,0.08,24
2025-03-01,samsung pay #,8.95,642.73,0.05,0.03,25
2025-03-01,pop upi,8.53,449.95,0.05,0.02,26
2025-03-01,jupiter money #,6.49,958.52,0.04,0.04,27
2025-03-01,federal bank apps,4.75,869.77,0.03,0.04,28
2025-03-01,flipkart upi #,4.72,257.82,0.03,0.01,29
2025-03-01,jio payments bank apps,4.08,318.2,0.02,0.01,30
2025-03-01,canara bank apps,3.75,975.91,0.02,0.04,31
2025-03-01,deutsche bank apps,3.62,532.05,0.02,0.02,32
2025-03-01,punjab national bank apps,3.38,898.95,0.02,0.04,33
2025-03-01,fi money #,3.25,434.16,0.02,0.02,34
2025-03-01,timepay #,3.07,37.66,0.02,0,35
2025-03-01,others,2.26,254.93,0.01,0.01,36
2025-03-01,bank of baroda apps,2.11,588.95,0.01,0.02,37
2025-03-01,indusind bank apps,2.04,346,0.01,0.01,38
2025-03-01,shri ram one #,1.75,116.77,0.01,0,39
2025-03-01,jammu and kashmir bank apps,1.75,261.45,0.01,0.01,39
2025-03-01,omni card,1.59,86.51,0.01,0,41
2025-03-01,central bank of india apps,1.57,268,0.01,0.01,42
2025-03-01,kiwi #,1.41,213.93,0.01,0.01,43
2025-03-01,suryoday bank apps,1.26,178.92,0.01,0.01,44
2025-03-01,bharat pe #,1.07,68.67,0.01,0,45
2025-03-01,dbs digibank apps,1.02,230.21,0.01,0.01,46
2025-03-01,hsbc bank apps,1,224.84,0.01,0.01,47
2025-03-01,ind money #,0.95,436.8,0.01,0.02,48
2025-03-01,aditya birla capital digital #,0.88,39.97,0,0,49
2025-03-01,one card #,0.82,973,0,0.04,50
2025-03-01,digikhata,0.8,258.58,0,0.01,51
2025-03-01,union bank apps,0.72,241.09,0,0.01,52
2025-03-01,south indian bank apps,0.68,204.88,0,0.01,53
2025-03-01,indian bank apps,0.64,176.18,0,0.01,54
2025-03-01,au small finance bank apps,0.59,174.06,0,0.01,55
2025-03-01,fino payments bank apps,0.58,63.84,0,0,56
2025-03-01,standard chartered bank apps,0.5,146.46,0,0.01,57
2025-03-01,uco bank apps,0.44,110.34,0,0,58
2025-03-01,esaf small finance bank apps,0.38,40.78,0,0,59
2025-03-01,tata neu #,0.38,111.95,0,0,59
2025-03-01,salary se #,0.36,18.23,0,0,61
2025-03-01,bank of india apps,0.27,86.1,0,0,62
2025-03-01,indian overseas bank apps,0.26,60.29,0,0,63
2025-03-01,karnataka bank apps,0.25,57.72,0,0,64
2025-03-01,kredit.pe #,0.19,26.43,0,0,65
2025-03-01,money view #,0.18,18.99,0,0,66
2025-03-01,dhani,0.17,8.44,0,0,67
2025-03-01,spice money,0.16,12.87,0,0,68
2025-03-01,rapipay,0.14,17.08,0,0,69
2025-03-01,idbi bank apps,0.13,45.74,0,0,70
2025-03-01,ultracash #,0.11,8.67,0,0,71
2025-03-01,niyo global #,0.11,54.39,0,0,71
2025-03-01,true balance,0.1,3.41,0,0,73
2025-03-01,karur vysya bank apps,0.09,33.66,0,0,74
2025-03-01,city union bank apps,0.09,31.31,0,0,74
2025-03-01,tamilnad mercantile bank apps,0.08,29.48,0,0,76
2025-03-01,genwise #,0.07,28.34,0,0,77
2025-03-01,freo #,0.05,3.87,0,0,78
2025-03-01,nsdl payments bank apps,0.04,5.54,0,0,79
2025-03-01,cheq,0.03,2.43,0,0,80
2025-03-01,bank of maharashtra apps,0.03,9.11,0,0,80
2025-03-01,punjab sind bank apps,0.03,9.19,0,0,80
2025-08-01,navi #,504.45,25396.91,24.62,10.96,1
2025-08-01,super.money #,256.64,9290.21,12.53,4.01,2
2025-08-01,cred #,150,55756.24,7.32,24.06,3
2025-08-01,famapp by trio #,135.65,1708.85,6.62,0.74,4
2025-08-01,axis bank apps,135.14,9812.52,6.6,4.23,5
2025-08-01,bhim,100.17,15002.68,4.89,6.47,6
2025-08-01,amazon pay #,98.98,10830.8,4.83,4.67,7
2025-08-01,whatsapp #,78.21,5583.34,3.82,2.41,8
2025-08-01,icici bank apps,75.8,16589.76,3.7,7.16,9
2025-08-01,hdfc bank apps,72.86,16120.19,3.56,6.96,10
2025-08-01,kotak mahindra bank apps,71.87,8662.31,3.51,3.74,11
2025-08-01,yes bank apps,54.33,9428.15,2.65,4.07,12
2025-08-01,mobikwik #,48.14,6010.88,2.35,2.59,13
2025-08-01,pop upi,44.53,1694.22,2.17,0.73,14
2025-08-01,airtel payments bank apps,21.4,1650.42,1.04,0.71,15
2025-08-01,slice small finance bank apps,20.75,2716.15,1.01,1.17,16
2025-08-01,india post payments bank apps,19.58,1892.61,0.96,0.82,17
2025-08-01,idfc bank apps,17.48,2728.37,0.85,1.18,18
2025-08-01,groww #,13.01,9001.87,0.64,3.88,19
2025-08-01,state bank of india apps,12.99,3668.47,0.63,1.58,20
2025-08-01,bajaj finserv,11.63,2456.88,0.57,1.06,21
2025-08-01,samsung pay #,9.9,682.42,0.48,0.29,22
2025-08-01,rbl bank apps,9.29,1456.85,0.45,0.63,23
2025-08-01,federal bank apps,6.55,1295.01,0.32,0.56,24
2025-08-01,jupiter money #,6.49,998.01,0.32,0.43,25
2025-08-01,bharat pe #,4.69,233.82,0.23,0.1,26
2025-08-01,jio payments bank apps,4.65,319.72,0.23,0.14,27
2025-08-01,canara bank apps,4.27,1028.07,0.21,0.44,28
2025-08-01,deutsche bank apps,4.24,774.19,0.21,0.33,29
2025-08-01,punjab national bank apps,3.79,964.86,0.18,0.42,30
2025-08-01,nsdl payments bank apps,3.59,198.74,0.18,0.09,31
2025-08-01,flipkart upi #,3.46,194.88,0.17,0.08,32
2025-08-01,timepay #,2.98,43.77,0.15,0.02,33
2025-08-01,fi money #,2.77,391.19,0.14,0.17,34
2025-08-01,kiwi #,2.69,305.39,0.13,0.13,35
2025-08-01,shri ram one,2.61,159.27,0.13,0.07,36
2025-08-01,jammu and kashmir bank apps,2.47,334.59,0.12,0.14,37
2025-08-01,others,2.41,273.01,0.12,0.12,38
2025-08-01,bank of baroda apps,2.39,508.85,0.12,0.22,39
2025-08-01,others,2.31,244.14,0.11,0.11,40
2025-08-01,ind money #,2.15,758.73,0.1,0.33,41
2025-08-01,indusind bank apps,1.91,238.35,0.09,0.1,42
2025-08-01,omni card,1.82,113.4,0.09,0.05,43
2025-08-01,suryoday bank apps,1.46,111.94,0.07,0.05,44
2025-08-01,indian bank apps,1.26,281.53,0.06,0.12,45
2025-08-01,hsbc bank apps,1.21,151.55,0.06,0.07,46
2025-08-01,digikhata,1.1,365.04,0.05,0.16,47
2025-08-01,money view #,1.03,74.94,0.05,0.03,48
2025-08-01,south indian bank apps,0.9,248.87,0.04,0.11,49
2025-08-01,union bank apps,0.84,259.85,0.04,0.11,50
2025-08-01,one card,0.76,884.64,0.04,0.38,51
2025-08-01,dbs digibank apps,0.75,252.29,0.04,0.11,52
2025-08-01,kredit pe #,0.71,60.21,0.03,0.03,53
2025-08-01,central bank of india apps,0.71,161.42,0.03,0.07,53
2025-08-01,fino payments bank apps,0.69,68.05,0.03,0.03,55
2025-08-01,au small finance bank apps,0.68,208.06,0.03,0.09,56
2025-08-01,esaf small finance bank apps,0.59,63.66,0.03,0.03,57
2025-08-01,salary se #,0.53,24.31,0.03,0.01,58
2025-08-01,uco bank apps,0.53,130.16,0.03,0.06,58
2025-08-01,tata pay #,0.52,155.47,0.03,0.07,60
2025-08-01,aditya birla capital digital,0.42,28.13,0.02,0.01,61
2025-08-01,spice money,0.3,26.1,0.01,0.01,62
2025-08-01,bank of india apps,0.3,93.6,0.01,0.04,62
2025-08-01,karnataka bank apps,0.27,60.71,0.01,0.03,64
2025-08-01,indian overseas bank apps,0.26,64.38,0.01,0.03,65
2025-08-01,standard chartered bank apps,0.26,123.33,0.01,0.05,65
2025-08-01,rapipay,0.24,25,0.01,0.01,67
2025-08-01,dhani,0.22,9.85,0.01,0,68
2025-08-01,idbi bank apps,0.17,67.08,0.01,0.03,69
2025-08-01,true balance,0.15,4.9,0.01,0,70
2025-08-01,obopay,0.11,16.77,0.01,0.01,71
2025-08-01,karur vysya bank apps,0.11,38.33,0.01,0.02,71
2025-08-01,ultracash #,0.1,7.48,0,0,73
2025-08-01,tamilnad mercantile bank apps,0.1,33.36,0,0.01,73
2025-08-01,niyo global #,0.09,22.11,0,0.01,75
2025-08-01,city union bank apps,0.07,28.22,0,0.01,76
2025-08-01,unity small finance bank apps,0.07,19.76,0,0.01,76
2025-08-01,payworld,0.04,4,0,0,78
2025-08-01,jar #,0.04,1.14,0,0,78
2025-08-01,freo #,0.04,2.43,0,0,78
2025-08-01,utkarsh small finance bank apps,0.03,4.18,0,0,81
2025-08-01,punjab sind bank apps,0.02,6.63,0,0,82
2025-12-01,samsung pay #,11.36,745.25,11.77,6,1
2025-12-01,pop upi,9.38,705.72,9.72,5.69,2
2025-12-01,jio payments bank apps,6.39,440.97,6.62,3.55,3
2025-12-01,jupiter money #,6.09,966.07,6.31,7.78,4
2025-12-01,deutsche bank apps,5.36,827.1,5.55,6.66,5
2025-12-01,nsdl payments bank apps,3.77,316.05,3.91,2.55,6
2025-12-01,kiwi #,3.1,439.43,3.21,3.54,7
2025-12-01,punjab national bank apps,2.96,748.71,3.07,6.03,8
2025-12-01,others,2.89,272.54,2.99,2.2,9
2025-12-01,flipkart upi #,2.8,152.97,2.9,1.23,10
2025-12-01,fi money #,2.59,381.14,2.68,3.07,11
2025-12-01,jammu and kashmir bank apps,2.5,390.02,2.59,3.14,12
2025-12-01,suryoday bank apps,2.5,5.76,2.59,0.05,12
2025-12-01,bharat pe #,2.46,206.84,2.55,1.67,14
2025-12-01,bank of baroda apps,2.25,566.75,2.33,4.57,15
2025-12-01,omni card,1.95,134.81,2.02,1.09,16
2025-12-01,timepay #,1.81,37.13,1.87,0.3,17
2025-12-01,money view #,1.79,103.65,1.85,0.84,18
2025-12-01,indusind bank apps,1.7,266.09,1.76,2.14,19
2025-12-01,indian bank apps,1.59,474.12,1.65,3.82,20
2025-12-01,kreditbee #,1.57,77.28,1.63,0.62,21
2025-12-01,aditya birla capital digital #,1.46,26.21,1.51,0.21,22
2025-12-01,shri ram one #,1.43,111.67,1.48,0.9,23
2025-12-01,esaf small finance bank apps,1.28,133.33,1.33,1.07,24
2025-12-01,hsbc bank apps,1.26,156.91,1.31,1.26,25
2025-12-01,digikhata,1.25,421.6,1.29,3.4,26
2025-12-01,oxymoney,1.01,16.97,1.05,0.14,27
2025-12-01,fino payments bank apps,1,87.85,1.04,0.71,28
2025-12-01,union bank apps,0.94,273.39,0.97,2.2,29
2025-12-01,south indian bank apps,0.93,273.46,0.96,2.2,30
2025-12-01,au small finance bank apps,0.81,264.18,0.84,2.13,31
2025-12-01,dbs digibank apps,0.63,224.56,0.65,1.81,32
2025-12-01,one card #,0.62,784.25,0.64,6.32,33
2025-12-01,kredit pe #,0.61,54.13,0.63,0.44,34
2025-12-01,uco bank apps,0.6,164.56,0.62,1.33,35
2025-12-01,freo #,0.59,56.56,0.61,0.46,36
2025-12-01,central bank of india apps,0.46,150.27,0.48,1.21,37
2025-12-01,salary se #,0.42,25.24,0.44,0.2,38
2025-12-01,standard chartered bank apps,0.41,122.83,0.42,0.99,39
2025-12-01,rapipay,0.4,33.66,0.41,0.27,40
2025-12-01,bank of india apps,0.38,120.71,0.39,0.97,41
2025-12-01,tata pay #,0.37,126.35,0.38,1.02,42
2025-12-01,spice money,0.36,32.52,0.37,0.26,43
2025-12-01,karnataka bank apps,0.29,68.64,0.3,0.55,44
2025-12-01,jar #,0.25,6.05,0.26,0.05,45
2025-12-01,dhani,0.21,9.1,0.22,0.07,46
2025-12-01,true balance,0.21,7.24,0.22,0.06,46
2025-12-01,indian overseas bank apps,0.19,52.64,0.2,0.42,48
2025-12-01,idbi bank apps,0.17,84.4,0.18,0.68,49
2025-12-01,obopay,0.17,26.26,0.18,0.21,49
2025-12-01,karur vysya bank apps,0.13,45.88,0.13,0.37,51
2025-12-01,twidpay #,0.13,15.83,0.13,0.13,51
2025-12-01,tamilnad mercantile bank apps,0.11,39.25,0.11,0.32,53
2025-12-01,payworld,0.1,10.22,0.1,0.08,54
2025-12-01,unity small finance bank apps,0.08,26.45,0.08,0.21,55
2025-12-01,city union bank apps,0.07,29.47,0.07,0.24,56
2025-12-01,saathi by paynearby #,0.06,6.09,0.06,0.05,57
2025-12-01,bank of maharashtra apps,0.06,17.64,0.06,0.14,57
2025-12-01,ultracash #,0.05,3.7,0.05,0.03,59
2025-12-01,curie money #,0.05,2.71,0.05,0.02,59
2025-12-01,equitas small finance bank apps,0.05,14.17,0.05,0.11,59
2025-12-01,cheq #,0.04,3.88,0.04,0.03,62
2025-12-01,fave,0.03,7.04,0.03,0.06,63
2025-12-01,lxme #,0.03,2.43,0.03,0.02,63
2025-12-01,punjab sind bank apps,0.03,12.97,0.03,0.1,63
2025-09-01,samsung pay #,9.9,676.36,12.94,5.87,1
2025-09-01,jupiter money #,6.06,958.38,7.92,8.32,2
2025-09-01,jio payments bank apps,5,344.89,6.54,2.99,3
2025-09-01,deutsche bank apps,4.63,765.38,6.05,6.64,4
2025-09-01,punjab national bank apps,3.88,983.32,5.07,8.53,5
2025-09-01,flipkart upi #,3.58,263.48,4.68,2.29,6
2025-09-01,timepay #,2.98,41.89,3.9,0.36,7
2025-09-01,fi money #,2.66,382.26,3.48,3.32,8
2025-09-01,ind money #,2.61,870.13,3.41,7.55,9
2025-09-01,bank of baroda apps,2.59,611.74,3.39,5.31,10
2025-09-01,kiwi #,2.5,306.62,3.27,2.66,11
2025-09-01,jammu and kashmir bank apps,2.38,348.51,3.11,3.02,12
2025-09-01,others,2.32,227.21,3.03,1.97,13
2025-09-01,nsdl payments bank apps,2.05,216.31,2.68,1.88,14
2025-09-01,omni card,1.86,118.22,2.43,1.03,15
2025-09-01,shri ram one,1.81,136.08,2.37,1.18,16
2025-09-01,suryoday bank apps,1.68,13.47,2.2,0.12,17
2025-09-01,indusind bank apps,1.67,222.41,2.18,1.93,18
2025-09-01,indian bank apps,1.38,316.14,1.8,2.74,19
2025-09-01,hsbc bank apps,1.22,145.89,1.59,1.27,20
2025-09-01,money view #,1.09,87.15,1.43,0.76,21
2025-09-01,digikhata,1.05,352.31,1.37,3.06,22
2025-09-01,south indian bank apps,0.86,248.26,1.12,2.15,23
2025-09-01,fino payments bank apps,0.78,69.88,1.02,0.61,24
2025-09-01,union bank apps,0.73,232.38,0.95,2.02,25
2025-09-01,dbs digibank apps,0.73,250.9,0.95,2.18,25
2025-09-01,one card,0.71,827.92,0.93,7.18,27
2025-09-01,au small finance bank apps,0.69,221.41,0.9,1.92,28
2025-09-01,kredit pe #,0.67,54.86,0.88,0.48,29
2025-09-01,esaf small finance bank apps,0.67,65.43,0.88,0.57,29
2025-09-01,aditya birla capital digital,0.56,25.14,0.73,0.22,31
2025-09-01,central bank of india apps,0.55,137.29,0.72,1.19,32
2025-09-01,uco bank apps,0.54,140.39,0.71,1.22,33
2025-09-01,tata pay #,0.5,159.6,0.65,1.38,34
2025-09-01,salary se #,0.49,22.88,0.64,0.2,35
2025-09-01,bank of india apps,0.32,101.51,0.42,0.88,36
2025-09-01,spice money,0.3,28.07,0.39,0.24,37
2025-09-01,karnataka bank apps,0.27,62.58,0.35,0.54,38
2025-09-01,standard chartered bank apps,0.25,113.63,0.33,0.99,39
2025-09-01,indian overseas bank apps,0.24,62.77,0.31,0.54,40
2025-09-01,dhani,0.23,10.7,0.3,0.09,41
2025-09-01,rapipay,0.23,24.83,0.3,0.22,41
2025-09-01,idbi bank apps,0.17,69.18,0.22,0.6,43
2025-09-01,jar #,0.14,3.13,0.18,0.03,44
2025-09-01,true balance,0.13,4.49,0.17,0.04,45
2025-09-01,obopay,0.13,19.72,0.17,0.17,45
2025-09-01,karur vysya bank apps,0.11,40.62,0.14,0.35,47
2025-09-01,tamilnad mercantile bank apps,0.1,36.17,0.13,0.31,48
2025-09-01,ultracash #,0.09,6.96,0.12,0.06,49
2025-09-01,city union bank apps,0.08,31.81,0.1,0.28,50
2025-09-01,unity small finance bank apps,0.07,21.92,0.09,0.19,51
2025-09-01,niyo global #,0.05,13.16,0.07,0.11,52
2025-09-01,kreditbee #,0.05,2.18,0.07,0.02,52
2025-09-01,payworld,0.05,4.05,0.07,0.04,52
2025-09-01,utkarsh small finance bank apps,0.03,5.49,0.04,0.05,55
2025-09-01,freo #,0.03,1.96,0.04,0.02,55
2025-09-01,punjab sind bank apps,0.02,7.21,0.03,0.06,57
2025-09-01,equitas small finance bank apps,0.02,7.23,0.03,0.06,57
2026-03-01,samsung pay #,11,743.38,11.83,5.93,1
2026-03-01,jio payments bank apps,7.77,509.61,8.35,4.06,2
2026-03-01,pop upi #,7.38,571.1,7.93,4.55,3
2026-03-01,jupiter money #,5.7,944.9,6.13,7.53,4
2026-03-01,deutsche bank apps,5.08,875.42,5.46,6.98,5
2026-03-01,money view #,3.82,244.73,4.11,1.95,6
2026-03-01,kreditbee #,3.68,179.15,3.96,1.43,7
2026-03-01,others,3.55,334.75,3.82,2.67,8
2026-03-01,jammu and kashmir bank apps,3.08,489.39,3.31,3.9,9
2026-03-01,kiwi #,2.79,500.02,3,3.99,10
2026-03-01,suryoday bank apps,2.78,13.52,2.99,0.11,11
2026-03-01,flipkart upi #,2.69,124.89,2.89,1,12
2026-03-01,bharat pe #,2.62,247.83,2.82,1.98,13
2026-03-01,omni card,1.94,101.77,2.09,0.81,14
2026-03-01,fi money #,1.92,330.74,2.06,2.64,15
2026-03-01,indian bank apps,1.69,511.01,1.82,4.07,16
2026-03-01,aditya birla capital digital #,1.66,28.46,1.78,0.23,17
2026-03-01,bank of baroda apps,1.65,510.66,1.77,4.07,18
2026-03-01,punjab national bank apps,1.61,442.44,1.73,3.53,19
2026-03-01,hsbc bank apps,1.55,186.24,1.67,1.49,20
2026-03-01,digikhata,1.49,539.13,1.6,4.3,21
2026-03-01,timepay #,1.34,25.98,1.44,0.21,22
2026-03-01,indusind bank apps,1.21,208.26,1.3,1.66,23
2026-03-01,freo #,1.21,113.58,1.3,0.91,23
2026-03-01,union bank apps,1,302.43,1.08,2.41,25
2026-03-01,au small finance bank apps,0.97,316.74,1.04,2.53,26
2026-03-01,south indian bank apps,0.91,303.5,0.98,2.42,27
2026-03-01,jar #,0.82,24.98,0.88,0.2,28
2026-03-01,kredit pe #,0.76,65.4,0.82,0.52,29
2026-03-01,fino payments bank apps,0.71,65.29,0.76,0.52,30
2026-03-01,uco bank apps,0.63,179.36,0.68,1.43,31
2026-03-01,one card #,0.61,764.55,0.66,6.1,32
2026-03-01,salary se #,0.6,53.47,0.65,0.43,33
2026-03-01,dbs digibank apps,0.58,220.76,0.62,1.76,34
2026-03-01,shri ram one #,0.55,73.76,0.59,0.59,35
2026-03-01,rapipay,0.54,33.28,0.58,0.27,36
2026-03-01,standard chartered bank apps,0.51,141.43,0.55,1.13,37
2026-03-01,central bank of india apps,0.5,186.01,0.54,1.48,38
2026-03-01,spice money,0.45,39.06,0.48,0.31,39
2026-03-01,saathi by paynearby #,0.33,38.42,0.35,0.31,40
2026-03-01,bank of india apps,0.33,118.47,0.35,0.94,40
2026-03-01,tata pay #,0.31,90.6,0.33,0.72,42
2026-03-01,nsdl payments bank apps,0.27,210.13,0.29,1.68,43
2026-03-01,idbi bank apps,0.23,114.74,0.25,0.91,44
2026-03-01,karnataka bank apps,0.22,60.16,0.24,0.48,45
2026-03-01,obopay,0.22,35.03,0.24,0.28,45
2026-03-01,dhani,0.19,8.95,0.2,0.07,47
2026-03-01,true balance,0.18,6.33,0.19,0.05,48
2026-03-01,twidpay #,0.14,14.32,0.15,0.11,49
2026-03-01,karur vysya bank apps,0.14,51.74,0.15,0.41,49
2026-03-01,payworld,0.11,10.23,0.12,0.08,51
2026-03-01,tamilnad mercantile bank apps,0.11,45.11,0.12,0.36,51
2026-03-01,city union bank apps,0.11,33.64,0.12,0.27,51
2026-03-01,esaf small finance bank apps,0.1,11.52,0.11,0.09,54
2026-03-01,indian overseas bank apps,0.1,33.63,0.11,0.27,54
2026-03-01,cheq,0.08,7.18,0.09,0.06,56
2026-03-01,bank of maharashtra apps,0.08,30.38,0.09,0.24,56
2026-03-01,equitas small finance bank apps,0.07,19.58,0.08,0.16,58
2026-03-01,curie money #,0.06,3.89,0.06,0.03,59
2026-03-01,fave,0.06,10.78,0.06,0.09,59
2026-03-01,unity small finance bank apps,0.06,15.04,0.06,0.12,59
2026-03-01,ultracash #,0.05,3.97,0.05,0.03,62
2026-03-01,lxme #,0.05,4.01,0.05,0.03,62
2026-03-01,zet #,0.03,2.53,0.03,0.02,64
2026-03-01,punjab sind bank apps,0.03,13.83,0.03,0.11,64
2025-04-01,phone pe #,8362.31,1205047.3,47.48,50.75,1
2025-04-01,google pay #,6488.55,842628.56,36.84,35.48,2
2025-04-01,paytm #,1210.24,131153.97,6.87,5.52,3
2025-04-01,navi #,344.21,18841.19,1.95,0.79,4
2025-04-01,super.money #,175.24,5924.95,0.99,0.25,5
2025-04-01,cred #,134.67,49753,0.76,2.1,6
2025-04-01,axis bank apps,120.05,9147.64,0.68,0.39,7
2025-04-01,famapp by trio #,99.91,1241.8,0.57,0.05,8
2025-04-01,amazon pay #,98.26,9966.68,0.56,0.42,9
2025-04-01,whatsapp #,67.4,5065.44,0.38,0.21,10
2025-04-01,icici bank apps,58.11,16223.97,0.33,0.68,11
2025-04-01,kotak mahindra bank apps,57.73,7681.65,0.33,0.32,12
2025-04-01,hdfc bank apps,57.46,11947.75,0.33,0.5,13
2025-04-01,bhim,53.57,10363.27,0.3,0.44,14
2025-04-01,yes bank apps,48.3,9059.27,0.27,0.38,15
2025-04-01,mobikwik #,31.7,4277.05,0.18,0.18,16
2025-04-01,airtel payments bank apps,20.4,1416.39,0.12,0.06,17
2025-04-01,slice #,17.81,2120.01,0.1,0.09,18
2025-04-01,idfc bank apps,16.09,2435.24,0.09,0.1,19
2025-04-01,india post payments bank apps,14.76,1738.65,0.08,0.07,20
2025-04-01,rbl bank apps,14.09,1653.13,0.08,0.07,21
2025-04-01,state bank of india apps,13.16,3524.25,0.07,0.15,22
2025-04-01,groww #,12.37,8788.46,0.07,0.37,23
2025-04-01,pop upi,10.38,445.95,0.06,0.02,24
2025-04-01,bajaj finserv #,10.25,2002.37,0.06,0.08,25
2025-04-01,samsung pay #,8.72,619.96,0.05,0.03,26
2025-04-01,jupiter money #,6.15,900.17,0.03,0.04,27
2025-04-01,federal bank apps,4.89,894.05,0.03,0.04,28
2025-04-01,jio payments bank apps,4.21,315.88,0.02,0.01,29
2025-04-01,canara bank apps,3.71,970.18,0.02,0.04,30
2025-04-01,deutsche bank apps,3.56,647.42,0.02,0.03,31
2025-04-01,flipkart upi #,3.47,195.89,0.02,0.01,32
2025-04-01,punjab national bank apps,3.4,912.54,0.02,0.04,33
2025-04-01,timepay #,3.12,40.66,0.02,0,34
2025-04-01,fi money #,3.01,396.69,0.02,0.02,35
2025-04-01,kiwi #,2.41,297.79,0.01,0.01,36
2025-04-01,indusind bank apps,2.17,345.61,0.01,0.01,37
2025-04-01,jammu and kashmir bank apps,2.11,281.4,0.01,0.01,38
2025-04-01,shri ram one #,2.09,137.77,0.01,0.01,39
2025-04-01,bank of baroda apps,1.9,567.22,0.01,0.02,40
2025-04-01,standard chartered bank apps,1.9,158.39,0.01,0.01,40
2025-04-01,others,1.88,216.91,0.01,0.01,42
2025-04-01,omni card,1.57,84.95,0.01,0,43
2025-04-01,central bank of india apps,1.54,263.72,0.01,0.01,44
2025-04-01,dbs digibank apps,1.1,213.38,0.01,0.01,45
2025-04-01,ind money #,1.05,541.53,0.01,0.02,46
2025-04-01,hsbc bank apps,0.88,107.13,0,0,47
2025-04-01,digikhata,0.8,254.47,0,0.01,48
2025-04-01,bharat pe #,0.78,59.59,0,0,49
2025-04-01,suryoday bank apps,0.75,135.57,0,0.01,50
2025-04-01,one card #,0.74,842.35,0,0.04,51
2025-04-01,union bank apps,0.72,243.46,0,0.01,52
2025-04-01,indian bank apps,0.7,186.42,0,0.01,53
2025-04-01,south indian bank apps,0.68,200.19,0,0.01,54
2025-04-01,aditya birla capital digital #,0.63,32.69,0,0,55
2025-04-01,au small finance bank apps,0.57,178.31,0,0.01,56
2025-04-01,fino payments bank apps,0.51,54.6,0,0,57
2025-04-01,uco bank apps,0.46,116.7,0,0,58
2025-04-01,esaf small finance bank apps,0.44,52.11,0,0,59
2025-04-01,tata neu #,0.39,118.54,0,0,60
2025-04-01,salary se #,0.37,17.58,0,0,61
2025-04-01,bank of india apps,0.3,90.46,0,0,62
2025-04-01,indian overseas bank apps,0.27,63.56,0,0,63
2025-04-01,karnataka bank apps,0.24,58.02,0,0,64
2025-04-01,money view #,0.23,25.72,0,0,65
2025-04-01,kredit.pe #,0.22,28.84,0,0,66
2025-04-01,spice money,0.17,12.63,0,0,67
2025-04-01,dhani,0.16,7.15,0,0,68
2025-04-01,rapipay,0.15,16.93,0,0,69
2025-04-01,idbi bank apps,0.13,47.44,0,0,70
2025-04-01,niyo global #,0.11,58.73,0,0,71
2025-04-01,ultracash #,0.1,8.26,0,0,72
2025-04-01,karur vysya bank apps,0.09,33.47,0,0,73
2025-04-01,true balance,0.09,3.02,0,0,73
2025-04-01,tamilnad mercantile bank apps,0.09,31.21,0,0,73
2025-04-01,city union bank apps,0.08,29.3,0,0,76
2025-04-01,genwise #,0.07,27.48,0,0,77
2025-04-01,nsdl payments bank apps,0.06,6.78,0,0,78
2025-04-01,freo #,0.04,2.6,0,0,79
2025-04-01,obopay,0.04,4.79,0,0,79
2025-04-01,unity small finance bank apps,0.03,6.73,0,0,81
2025-04-01,punjab sind bank apps,0.03,9.5,0,0,81
2025-04-01,cheq,0.02,1.72,0,0,83
2025-04-01,bank of maharashtra apps,0.02,6.66,0,0,83
2025-05-01,phone pe #,8682.08,1256541.09,47.23,50.42,1
2025-05-01,google pay #,6740.42,884735.12,36.66,35.5,2
2025-05-01,paytm #,1277.56,138068.97,6.95,5.54,3
2025-05-01,navi #,386.21,21350.35,2.1,0.86,4
