MONTH,APPLICATION_NAME,VOLUME_MN,VALUE_CR,VOLUME_MARKET_SHARE_PCT,VALUE_MARKET_SHARE_PCT,APP_RANK
2024-09-01,freo money #,0.04,1.91,0,0,71
2024-09-01,punjab sind bank apps,0.03,16.39,0,0,73
2024-09-01,equitas small finance bank apps,0.03,24.45,0,0,73
2024-09-01,citi bank apps,0.03,1.93,0,0,73
2024-09-01,allahabad bank apps,0.02,5.54,0,0,76
2025-10-01,samsung pay #,10.47,758.79,14.62,7.54,1
2025-10-01,jupiter money #,6.06,991.43,8.46,9.86,2
2025-10-01,jio payments bank apps,5.68,417.41,7.93,4.15,3
2025-10-01,nsdl payments bank apps,3.47,368.39,4.85,3.66,4
2025-10-01,flipkart upi #,3.31,208.86,4.62,2.08,5
2025-10-01,kiwi #,2.92,403.52,4.08,4.01,6
2025-10-01,bank of baroda apps,2.77,723.28,3.87,7.19,7
2025-10-01,fi money #,2.7,405.88,3.77,4.04,8
2025-10-01,jammu and kashmir bank apps,2.66,419.17,3.72,4.17,9
2025-10-01,others,2.44,234.4,3.41,2.33,10
2025-10-01,suryoday bank apps,2.3,14.34,3.21,0.14,11
2025-10-01,timepay #,1.94,38.42,2.71,0.38,12
2025-10-01,omni card,1.92,128.78,2.68,1.28,13
2025-10-01,bharat pe #,1.77,137.63,2.47,1.37,14
2025-10-01,indusind bank apps,1.58,224.25,2.21,2.23,15
2025-10-01,hsbc bank apps,1.5,170.25,2.09,1.69,16
2025-10-01,indian bank apps,1.49,448.46,2.08,4.46,17
2025-10-01,shri ram one #,1.43,121.39,2,1.21,18
2025-10-01,money view #,1.38,105.13,1.93,1.05,19
2025-10-01,digikhata,1.14,409.7,1.59,4.07,20
2025-10-01,esaf small finance bank apps,0.97,98.21,1.35,0.98,21
2025-10-01,fino payments bank apps,0.91,82.72,1.27,0.82,22
2025-10-01,south indian bank apps,0.87,259.65,1.22,2.58,23
2025-10-01,union bank apps,0.73,225.05,1.02,2.24,24
2025-10-01,one card #,0.73,904.13,1.02,8.99,24
2025-10-01,au small finance bank apps,0.71,246.67,0.99,2.45,26
2025-10-01,kredit pe #,0.63,56.41,0.88,0.56,27
2025-10-01,dbs digibank apps,0.61,217.83,0.85,2.17,28
2025-10-01,uco bank apps,0.59,161.03,0.82,1.6,29
2025-10-01,tata pay #,0.5,167.09,0.7,1.66,30
2025-10-01,kreditbee #,0.5,13.9,0.7,0.14,30
2025-10-01,salary se #,0.48,24.33,0.67,0.24,32
2025-10-01,jar #,0.46,10.67,0.64,0.11,33
2025-10-01,aditya birla capital digital #,0.42,21.45,0.59,0.21,34
2025-10-01,central bank of india apps,0.4,115.39,0.56,1.15,35
2025-10-01,bank of india apps,0.33,107.21,0.46,1.07,36
2025-10-01,spice money,0.33,31.47,0.46,0.31,36
2025-10-01,standard chartered bank apps,0.29,120.33,0.41,1.2,38
2025-10-01,rapipay,0.26,27.54,0.36,0.27,39
2025-10-01,karnataka bank apps,0.26,62.55,0.36,0.62,39
2025-10-01,dhani,0.24,10.84,0.34,0.11,41
2025-10-01,indian overseas bank apps,0.21,59.47,0.29,0.59,42
2025-10-01,idbi bank apps,0.17,75.41,0.24,0.75,43
2025-10-01,true balance,0.15,5.04,0.21,0.05,44
2025-10-01,obopay,0.14,21.43,0.2,0.21,45
2025-10-01,karur vysya bank apps,0.12,44.87,0.17,0.45,46
2025-10-01,twidpay #,0.1,10.9,0.14,0.11,47
2025-10-01,tamilnad mercantile bank apps,0.1,35.99,0.14,0.36,47
2025-10-01,ultracash #,0.09,6.99,0.13,0.07,49
2025-10-01,unity small finance bank apps,0.08,25.74,0.11,0.26,50
2025-10-01,city union bank apps,0.08,32.76,0.11,0.33,50
2025-10-01,payworld,0.07,5.97,0.1,0.06,52
2025-10-01,punjab sind bank apps,0.04,14.19,0.06,0.14,53
2025-10-01,freo #,0.03,2.1,0.04,0.02,54
2025-10-01,bank of maharashtra apps,0.03,9.46,0.04,0.09,54
2025-10-01,equitas small finance bank apps,0.02,7.76,0.03,0.08,56
2025-10-01,utkarsh small finance bank apps,0.02,5.64,0.03,0.06,56
2026-01-01,samsung pay #,11.21,752.03,11.92,6.16,1
2026-01-01,pop upi,8.5,686.09,9.04,5.62,2
2026-01-01,jio payments bank apps,6.57,456.14,6.99,3.74,3
2026-01-01,jupiter money #,5.93,982.03,6.31,8.05,4
2026-01-01,deutsche bank apps,5.29,853.4,5.63,6.99,5
2026-01-01,flipkart upi #,3.09,163.55,3.29,1.34,6
2026-01-01,kiwi #,3.04,474.14,3.23,3.88,7
2026-01-01,suryoday bank apps,3,6.05,3.19,0.05,8
2026-01-01,others,2.98,260.65,3.17,2.14,9
2026-01-01,nsdl payments bank apps,2.94,383.15,3.13,3.14,10
2026-01-01,money view #,2.61,143.19,2.78,1.17,11
2026-01-01,fi money #,2.5,373.44,2.66,3.06,12
2026-01-01,bharat pe #,2.48,218.56,2.64,1.79,13
2026-01-01,jammu and kashmir bank apps,2.46,371.79,2.62,3.05,14
2026-01-01,kreditbee #,2.21,120.02,2.35,0.98,15
2026-01-01,shri ram one #,1.98,148.12,2.11,1.21,16
2026-01-01,omni card,1.94,121.46,2.06,1,17
2026-01-01,punjab national bank apps,1.85,479.04,1.97,3.92,18
2026-01-01,aditya birla capital digital #,1.58,26.15,1.68,0.21,19
2026-01-01,bank of baroda apps,1.57,438.51,1.67,3.59,20
2026-01-01,timepay #,1.51,27.49,1.61,0.23,21
2026-01-01,indian bank apps,1.49,449.01,1.58,3.68,22
2026-01-01,indusind bank apps,1.37,233.81,1.46,1.92,23
2026-01-01,digikhata,1.35,465.91,1.44,3.82,24
2026-01-01,hsbc bank apps,1.26,154.21,1.34,1.26,25
2026-01-01,union bank apps,0.99,286.52,1.05,2.35,26
2026-01-01,south indian bank apps,0.92,289.61,0.98,2.37,27
2026-01-01,esaf small finance bank apps,0.9,102.33,0.96,0.84,28
2026-01-01,au small finance bank apps,0.86,282.32,0.91,2.31,29
2026-01-01,kredit pe #,0.66,60.31,0.7,0.49,30
2026-01-01,one card #,0.61,734.23,0.65,6.02,31
2026-01-01,uco bank apps,0.61,170.83,0.65,1.4,31
2026-01-01,dbs digibank apps,0.6,232.75,0.64,1.91,33
2026-01-01,jar #,0.53,15.68,0.56,0.13,34
2026-01-01,rapipay,0.5,40.91,0.53,0.34,35
2026-01-01,central bank of india apps,0.48,165.59,0.51,1.36,36
2026-01-01,salary se #,0.46,33.35,0.49,0.27,37
2026-01-01,fino payments bank apps,0.46,46.59,0.49,0.38,37
2026-01-01,standard chartered bank apps,0.46,124.07,0.49,1.02,37
2026-01-01,freo #,0.4,38.48,0.43,0.32,40
2026-01-01,spice money,0.39,35.36,0.41,0.29,41
2026-01-01,oxymoney,0.37,1.71,0.39,0.01,42
2026-01-01,tata pay #,0.35,127.17,0.37,1.04,43
2026-01-01,bank of india apps,0.34,110.33,0.36,0.9,44
2026-01-01,karnataka bank apps,0.29,69.24,0.31,0.57,45
2026-01-01,dhani,0.21,9.1,0.22,0.07,46
2026-01-01,true balance,0.21,7.27,0.22,0.06,46
2026-01-01,idbi bank apps,0.2,97.89,0.21,0.8,48
2026-01-01,indian overseas bank apps,0.18,51.36,0.19,0.42,49
2026-01-01,obopay,0.18,28.32,0.19,0.23,49
2026-01-01,saathi by paynearby #,0.17,19.74,0.18,0.16,51
2026-01-01,karur vysya bank apps,0.14,49.25,0.15,0.4,52
2026-01-01,payworld,0.11,10.57,0.12,0.09,53
2026-01-01,tamilnad mercantile bank apps,0.11,41.01,0.12,0.34,53
2026-01-01,twidpay #,0.1,12.15,0.11,0.1,55
2026-01-01,city union bank apps,0.07,28.62,0.07,0.23,56
2026-01-01,bank of maharashtra apps,0.07,25.7,0.07,0.21,56
2026-01-01,cheq,0.07,6.43,0.07,0.05,56
2026-01-01,equitas small finance bank apps,0.06,14.87,0.06,0.12,59
2026-01-01,curie money,0.05,3.14,0.05,0.03,60
2026-01-01,unity small finance bank apps,0.05,15.24,0.05,0.12,60
2026-01-01,ultracash #,0.05,3.61,0.05,0.03,60
2026-01-01,lxme #,0.04,3.33,0.04,0.03,63
2026-01-01,fave,0.04,7.47,0.04,0.06,63
2026-01-01,punjab sind bank apps,0.03,15.58,0.03,0.13,65
2024-05-01,phonepe,6831.92,1033588.8,49.21,50.78,1
2024-05-01,google pay,5219.56,723315.7,37.6,35.53,2
2024-05-01,paytm (ocl),1140.01,124704.8,8.21,6.13,3
2024-05-01,cred,140.08,47547.15,1.01,2.34,4
2024-05-01,amazon pay,68.34,7419.41,0.49,0.36,5
2024-05-01,axis bank apps,64.08,5910.2,0.46,0.29,6
2024-05-01,icici bank apps,52.1,28444.03,0.38,1.4,7
2024-05-01,famapp by trio,50.1,630.89,0.36,0.03,8
2024-05-01,kotak mahindra bank apps,43.41,6178.23,0.31,0.3,9
2024-05-01,whatsapp,36.45,2938.72,0.26,0.14,10
2024-05-01,hdfc bank apps,35.43,8104.44,0.26,0.4,11
2024-05-01,navi,29.72,958.09,0.21,0.05,12
2024-05-01,bhim,23.43,8095.99,0.17,0.4,13
2024-05-01,yes bank apps,22.75,10971.64,0.16,0.54,14
2024-05-01,airtel payments bank apps,17.29,1330.15,0.12,0.07,15
2024-05-01,mobikwik,11.12,2536.09,0.08,0.12,16
2024-05-01,groww,10.15,7086.12,0.07,0.35,17
2024-05-01,bajaj finserv,9.55,1685.51,0.07,0.08,18
2024-05-01,slice,9.05,646.12,0.07,0.03,19
2024-05-01,state bank of india apps,7.12,2494.2,0.05,0.12,20
2024-05-01,idfc bank apps,6.99,1690.27,0.05,0.08,21
2024-05-01,samsung pay,6.56,547.28,0.05,0.03,22
2024-05-01,jupiter,6.07,769.1,0.04,0.04,23
2024-05-01,federal bank apps,5.95,811.83,0.04,0.04,24
2024-05-01,india post payments bank apps,5.67,703.81,0.04,0.03,25
2024-05-01,flipkart,4.44,251.85,0.03,0.01,26
2024-05-01,canara bank apps,3.06,828.58,0.02,0.04,27
2024-05-01,deutsche bank apps,2.34,369.42,0.02,0.02,28
2024-05-01,rbl bank apps,2.24,931.34,0.02,0.05,29
2024-05-01,jio payments bank apps,2.02,170.98,0.01,0.01,30
2024-05-01,punjab national bank apps,1.74,444.5,0.01,0.02,31
2024-05-01,timepay,1.61,17.69,0.01,0,32
2024-05-01,indian bank apps,1.55,329.58,0.01,0.02,33
2024-05-01,other apps,1.29,148.93,0.01,0.01,34
2024-05-01,omnicard,1.24,45.65,0.01,0,35
2024-05-01,union bank apps,1.19,505.24,0.01,0.02,36
2024-05-01,bank of baroda apps,1.02,463.85,0.01,0.02,37
2024-05-01,central bank of india apps,0.95,213.29,0.01,0.01,38
2024-05-01,au small finance bank apps,0.82,249.6,0.01,0.01,39
2024-05-01,dbs digibank apps,0.48,193.09,0,0.01,40
2024-05-01,south indian bank apps,0.47,141.47,0,0.01,41
2024-05-01,jammu and kashmir bank apps,0.43,64.02,0,0,42
2024-05-01,fino payments bank apps,0.38,53.86,0,0,43
2024-05-01,hsbc bank apps,0.37,144.11,0,0.01,44
2024-05-01,indusind bank apps,0.36,74.41,0,0,45
2024-05-01,shriram one,0.29,36.28,0,0,46
2024-05-01,bank of india apps,0.21,81.09,0,0,47
2024-05-01,uco bank apps,0.2,65.61,0,0,48
2024-05-01,kiwi,0.18,36.03,0,0,49
2024-05-01,tataneu,0.18,25.1,0,0,49
2024-05-01,digikhata,0.16,52.29,0,0,51
2024-05-01,karnataka bank apps,0.16,30,0,0,51
2024-05-01,standard chartered bank apps,0.16,114.42,0,0.01,51
2024-05-01,indian overseas bank apps,0.12,34.43,0,0,54
2024-05-01,dhani,0.11,13.12,0,0,55
2024-05-01,ultracash,0.09,6.19,0,0,56
2024-05-01,tamilnad mercantile bank apps,0.08,25.66,0,0,57
2024-05-01,citi bank apps,0.08,66.74,0,0,57
2024-05-01,city union bank apps,0.08,28.77,0,0,57
2024-05-01,nsdl payments bank apps,0.07,12.71,0,0,60
2024-05-01,idbi bank apps,0.07,27.32,0,0,60
2024-05-01,aditya birla capital digital,0.05,1.84,0,0,62
2024-05-01,karur vysya bank apps,0.05,20.63,0,0,62
2024-05-01,bank of maharashtra apps,0.05,10.49,0,0,62
2024-05-01,niyo global,0.04,22.56,0,0,65
2024-05-01,makemytrip,0.04,18.12,0,0,65
2024-05-01,equitas small finance bank apps,0.04,25.35,0,0,65
2024-05-01,punjab sind bank apps,0.03,12.97,0,0,68
2025-01-01,phone pe #,8102.44,1191303.98,48.36,51.12,1
2025-01-01,google pay #,6183.91,826845.07,36.91,35.48,2
2025-01-01,paytm #,1152.34,126313.45,6.88,5.42,3
2025-01-01,navi #,242.83,13221.33,1.45,0.57,4
2025-01-01,cred #,137.44,49482.95,0.82,2.12,5
2025-01-01,axis bank apps,126.62,7769.17,0.76,0.33,6
2025-01-01,super.money #,124.83,4565.57,0.75,0.2,7
2025-01-01,amazon pay #,99.95,9843.47,0.6,0.42,8
2025-01-01,famapp by trio #,79.01,896.25,0.47,0.04,9
2025-01-01,whatsapp #,60.99,4550.41,0.36,0.2,10
2025-01-01,icici bank apps,58.23,18928.62,0.35,0.81,11
2025-01-01,kotak mahindra bank apps,53.71,7489.75,0.32,0.32,12
2025-01-01,hdfc bank apps,49.6,11086.42,0.3,0.48,13
2025-01-01,yes bank apps,41.57,8877.26,0.25,0.38,14
2025-01-01,bhim,33.88,9333.77,0.2,0.4,15
2025-01-01,mobikwik #,23.66,3811.43,0.14,0.16,16
2025-01-01,airtel payments bank apps,20.96,1498.83,0.13,0.06,17
2025-01-01,groww #,15.4,11200.31,0.09,0.48,18
2025-01-01,india post payments bank apps,12.57,1509.59,0.08,0.06,19
2025-01-01,state bank of india apps,12.49,3515.63,0.07,0.15,20
2025-01-01,idfc bank apps,11.77,2283.04,0.07,0.1,21
2025-01-01,others,8.66,1373.16,0.05,0.06,22
2025-01-01,rbl bank apps,8.62,1418.15,0.05,0.06,23
2025-01-01,samsung pay #,8.57,608.41,0.05,0.03,24
2025-01-01,bajaj finserv #,8.19,1649.36,0.05,0.07,25
2025-01-01,pop upi,8.1,431.96,0.05,0.02,26
2025-01-01,slice #,7.88,569.95,0.05,0.02,27
2025-01-01,flipkart upi #,7.58,393.64,0.05,0.02,28
2025-01-01,jupiter money #,6.31,913.95,0.04,0.04,29
2025-01-01,federal bank apps,4.3,744.89,0.03,0.03,30
2025-01-01,jio payments bank apps,3.66,293.42,0.02,0.01,31
2025-01-01,punjab national bank apps,3.45,864.8,0.02,0.04,32
2025-01-01,canara bank apps,3.36,884.57,0.02,0.04,33
2025-01-01,deutsche bank apps,3.32,322.75,0.02,0.01,34
2025-01-01,fi money #,3.25,401.64,0.02,0.02,35
2025-01-01,indian bank apps,2.07,437,0.01,0.02,36
2025-01-01,timepay #,1.8,22.39,0.01,0,37
2025-01-01,suryoday bank apps,1.74,323.72,0.01,0.01,38
2025-01-01,jammu and kashmir bank apps,1.62,212.89,0.01,0.01,39
2025-01-01,omni card,1.49,96,0.01,0,40
2025-01-01,central bank of india apps,1.34,237.42,0.01,0.01,41
2025-01-01,bank of baroda apps,1.23,442.03,0.01,0.02,42
2025-01-01,dbs digibank apps,1.13,225.49,0.01,0.01,43
2025-01-01,aditya birla capital digital #,0.93,39.03,0.01,0,44
2025-01-01,hsbc bank apps,0.82,201.79,0,0.01,45
2025-01-01,kiwi #,0.82,141.6,0,0.01,45
2025-01-01,union bank apps,0.75,257.23,0,0.01,47
2025-01-01,one card #,0.7,799.37,0,0.03,48
2025-01-01,south indian bank apps,0.65,192.73,0,0.01,49
2025-01-01,digikhata,0.64,194.07,0,0.01,50
2025-01-01,ind money #,0.63,293.14,0,0.01,51
2025-01-01,shri ram one #,0.6,63.97,0,0,52
2025-01-01,fino payments bank apps,0.59,78.97,0,0,53
2025-01-01,au small finance bank apps,0.5,154.35,0,0.01,54
2025-01-01,uco bank apps,0.34,85.35,0,0,55
2025-01-01,tata neu #,0.3,89.22,0,0,56
2025-01-01,indusind bank apps,0.26,58.26,0,0,57
2025-01-01,karnataka bank apps,0.25,52.98,0,0,58
2025-01-01,indian overseas bank apps,0.25,66.56,0,0,58
2025-01-01,esaf small finance bank apps,0.24,26.7,0,0,60
2025-01-01,bank of india apps,0.24,78.25,0,0,60
2025-01-01,true balance,0.23,9.01,0,0,62
2025-01-01,bharat pe #,0.21,19.64,0,0,63
2025-01-01,standard chartered bank apps,0.2,123.89,0,0.01,64
2025-01-01,salary se #,0.16,7.76,0,0,65
2025-01-01,dhani,0.15,7.72,0,0,66
2025-01-01,money view #,0.12,9.77,0,0,67
2025-01-01,rapipay,0.11,13.96,0,0,68
2025-01-01,idbi bank apps,0.11,41.84,0,0,68
2025-01-01,niyo global #,0.1,48.75,0,0,70
2025-01-01,ultracash #,0.09,6.74,0,0,71
2025-01-01,kredit.pe #,0.09,11.04,0,0,71
2025-01-01,city union bank apps,0.08,29.52,0,0,73
2025-01-01,karur vysya bank apps,0.08,29.32,0,0,73
2025-01-01,tamilnad mercantile bank apps,0.08,26.96,0,0,73
2025-01-01,spice money,0.08,7.67,0,0,73
2025-01-01,nsdl payments bank apps,0.07,8.35,0,0,77
2025-01-01,genwise #,0.05,29.81,0,0,78
2025-01-01,bank of maharashtra apps,0.04,15.22,0,0,79
2025-01-01,equitas small finance bank apps,0.04,28.47,0,0,79
2025-01-01,cheq,0.03,2.39,0,0,81
2025-01-01,punjab sind bank apps,0.03,11.6,0,0,81
2025-01-01,freo #,0.02,1.55,0,0,83
2024-10-01,phonepe #,7905.54,1169290.03,48.28,50.07,1
2024-10-01,google pay #,6201.81,849327.38,37.88,36.37,2
2024-10-01,paytm (ocl) #,1165.01,129584.98,7.12,5.55,3
2024-10-01,navi #,157.51,8841.9,0.96,0.38,4
2024-10-01,cred #,152.28,55202.12,0.93,2.36,5
2024-10-01,axis bank apps,139.68,6829.53,0.85,0.29,6
2024-10-01,amazon pay #,79.55,9205.72,0.49,0.39,7
2024-10-01,famapp by trio #,69.9,825.19,0.43,0.04,8
2024-10-01,icici bank apps,57.54,23686.95,0.35,1.01,9
2024-10-01,whatsapp #,55.07,4137.17,0.34,0.18,10
2024-10-01,kotak mahindra bank apps,51.92,7565.22,0.32,0.32,11
2024-10-01,super.money #,49.68,2167.86,0.3,0.09,12
2024-10-01,hdfc bank apps,39.41,10427.97,0.24,0.45,13
2024-10-01,yes bank apps,36.79,10245.47,0.22,0.44,14
2024-10-01,bhim,29.9,10170.6,0.18,0.44,15
2024-10-01,airtel payments bank apps,20.03,1504.36,0.12,0.06,16
2024-10-01,mobikwik #,17.2,2995.42,0.11,0.13,17
2024-10-01,groww #,15.35,11862.09,0.09,0.51,18
2024-10-01,flipkart upi #,14.62,825.95,0.09,0.04,19
2024-10-01,slice #,12.19,907.37,0.07,0.04,20
2024-10-01,state bank of india apps,11.73,3527.88,0.07,0.15,21
2024-10-01,bajaj finserv #,10.66,2330.26,0.07,0.1,22
2024-10-01,india post payments bank apps,10.11,1507.56,0.06,0.06,23
2024-10-01,idfc bank apps,9.33,2162.85,0.06,0.09,24
2024-10-01,samsung pay #,8.56,664.7,0.05,0.03,25
2024-10-01,jupiter money #,6.36,873.89,0.04,0.04,26
2024-10-01,fi money #,3.44,421.4,0.02,0.02,27
2024-10-01,punjab national bank apps,3.31,785.24,0.02,0.03,28
2024-10-01,canara bank apps,3.27,898.89,0.02,0.04,29
2024-10-01,jio payments bank apps,3.23,269.69,0.02,0.01,30
2024-10-01,indian bank apps,3.11,513.43,0.02,0.02,31
2024-10-01,federal bank apps,2.96,542.57,0.02,0.02,32
2024-10-01,pop upi,2.93,209.84,0.02,0.01,33
2024-10-01,rbl bank apps,2.88,723.15,0.02,0.03,34
2024-10-01,deutsche bank apps,2.58,395.32,0.02,0.02,35
2024-10-01,timepay #,2.15,18.6,0.01,0,36
2024-10-01,others,1.76,224.84,0.01,0.01,37
2024-10-01,omni card,1.49,96.52,0.01,0,38
2024-10-01,bank of baroda apps,1.16,499.63,0.01,0.02,39
2024-10-01,central bank of india apps,1.11,219.02,0.01,0.01,40
2024-10-01,aditya birla capital digital,0.97,37.97,0.01,0,41
2024-10-01,jammu and kashmir bank apps,0.83,144,0.01,0.01,42
2024-10-01,union bank apps,0.8,282.02,0,0.01,43
2024-10-01,hsbc bank apps,0.68,179.35,0,0.01,44
2024-10-01,dbs digibank apps,0.61,214.82,0,0.01,45
2024-10-01,south indian bank apps,0.61,179.8,0,0.01,45
2024-10-01,fino payments bank apps,0.58,70.11,0,0,47
2024-10-01,au small finance bank apps,0.49,146.98,0,0.01,48
2024-10-01,shri ram one #,0.47,47.25,0,0,49
2024-10-01,digikhata,0.46,166.18,0,0.01,50
2024-10-01,kiwi #,0.41,66.74,0,0,51
2024-10-01,indusind bank apps,0.36,93.29,0,0,52
2024-10-01,tata neu #,0.31,74.8,0,0,53
2024-10-01,uco bank apps,0.31,77.02,0,0,53
2024-10-01,one card #,0.29,261.08,0,0.01,55
2024-10-01,suryoday bank apps,0.26,0.05,0,0,56
2024-10-01,standard chartered bank apps,0.2,131.83,0,0.01,57
2024-10-01,bank of india apps,0.2,45.85,0,0,57
2024-10-01,indian overseas bank apps,0.2,56.07,0,0,57
2024-10-01,karnataka bank apps,0.16,34.88,0,0,60
2024-10-01,dhani,0.13,14.62,0,0,61
2024-10-01,true balance,0.13,16.51,0,0,61
2024-10-01,niyo global #,0.1,55.57,0,0,63
2024-10-01,nsdl payments bank apps,0.09,12.1,0,0,64
2024-10-01,ultracash #,0.09,5.94,0,0,64
2024-10-01,rapipay,0.08,11.38,0,0,66
2024-10-01,city union bank apps,0.08,29.97,0,0,66
2024-10-01,idbi bank apps,0.08,29.72,0,0,66
2024-10-01,tamilnad mercantile bank apps,0.07,24.55,0,0,69
2024-10-01,salary se #,0.07,3.95,0,0,69
2024-10-01,esaf small finance bank apps,0.06,8.57,0,0,71
2024-10-01,bharat pe #,0.05,7.27,0,0,72
2024-10-01,freo #,0.05,2.7,0,0,72
2024-10-01,karur vysya bank apps,0.05,18.4,0,0,72
2024-10-01,equitas small finance bank apps,0.04,29.7,0,0,75
2024-10-01,punjab sind bank apps,0.03,16.46,0,0,76
2024-10-01,cheq,0.02,1.62,0,0,77
